order_id,customer_id,order_date,sales_channel,campaign,discount_rate,order_total,items,returned
O-0004115,C-00387,2025-04-26,online,member-event,0.06,129.43,2,0
O-0004116,C-00387,2025-06-02,retail-store,trail-season,0.08,146.07,2,0
O-0004117,C-00387,2025-07-11,retail-store,trail-season,0.05,85.06,1,0
O-0004118,C-00387,2025-08-06,retail-store,member-event,0.13,165.54,5,0
O-0004119,C-00387,2025-09-18,online,cart-recovery,0.12,125.61,3,0
O-0004120,C-00387,2025-10-27,online,winter-layering,0.1,165.62,3,0
O-0004121,C-00387,2025-12-06,online,trail-season,0.14,137.81,2,0
O-0004122,C-00387,2026-01-10,online,always-on,0.13,126.87,3,0
O-0004123,C-00387,2026-02-16,retail-store,winter-layering,0.22,122.39,3,0
O-0004124,C-00387,2026-03-25,retail-store,trail-season,0.05,164.92,3,0
O-0004125,C-00387,2026-04-30,online,trail-season,0.13,172.63,2,0
O-0004126,C-00387,2026-06-03,retail-store,always-on,0.19,148.65,3,0
O-0004127,C-00388,2024-10-05,online,member-event,0.22,71.5,2,0
O-0004128,C-00388,2024-11-20,retail-store,trail-season,0.14,88.23,1,0
O-0004129,C-00388,2025-01-08,retail-store,member-event,0.18,106.04,1,0
O-0004130,C-00388,2025-02-19,online,cart-recovery,0.18,75.23,2,0
O-0004131,C-00388,2025-04-11,online,cart-recovery,0.22,91.19,1,0
O-0004132,C-00388,2025-05-29,retail-store,cart-recovery,0.24,111.75,2,0
O-0004133,C-00388,2025-07-09,online,member-event,0.16,123.17,2,0
O-0004134,C-00388,2025-08-25,retail-store,member-event,0.23,82.39,2,0
O-0004135,C-00388,2025-10-16,retail-store,member-event,0.09,109.67,3,0
O-0004136,C-00388,2025-11-29,online,member-event,0.21,103.78,1,0
O-0004137,C-00388,2026-01-17,retail-store,member-event,0.25,67.22,2,0
O-0004138,C-00388,2026-03-04,online,cart-recovery,0.19,70.63,2,0
O-0004139,C-00388,2026-04-20,online,member-event,0.22,65.76,1,0
O-0004140,C-00388,2026-06-02,retail-store,cart-recovery,0.21,82.69,1,0
O-0004141,C-00389,2024-07-30,online,member-event,0.34,82.1,2,0
O-0004142,C-00389,2024-10-08,retail-store,winter-layering,0.37,61.25,1,0
O-0004143,C-00389,2024-12-18,online,cart-recovery,0.4,63.35,1,0
O-0004144,C-00389,2025-03-04,retail-store,winter-layering,0.37,45.18,2,0
O-0004145,C-00389,2025-05-16,online,cart-recovery,0.32,50.4,1,1
O-0004146,C-00389,2025-07-28,online,trail-season,0.41,83.64,1,1
O-0004147,C-00389,2025-10-09,online,winter-layering,0.25,92.48,2,1
O-0004148,C-00389,2025-12-21,retail-store,member-event,0.29,90.63,1,1
O-0004149,C-00389,2026-03-04,retail-store,member-event,0.34,100.88,2,0
O-0004150,C-00390,2026-03-20,online,cart-recovery,0.27,76.83,1,0
O-0004151,C-00390,2026-04-03,retail-store,winter-layering,0.25,92.68,2,0
O-0004152,C-00390,2026-03-28,retail-store,cart-recovery,0.23,73.12,1,0
O-0004153,C-00390,2026-04-10,online,always-on,0.15,37.2,1,0
O-0004154,C-00390,2026-04-15,online,member-event,0.19,89.69,1,0
O-0004155,C-00390,2026-04-10,online,member-event,0.17,102.14,2,0
O-0004156,C-00390,2026-04-21,online,winter-layering,0.17,87.89,1,0
O-0004157,C-00390,2026-04-26,online,always-on,0.12,65.35,1,0
O-0004158,C-00390,2026-04-28,online,trail-season,0.19,78.54,4,0
O-0004159,C-00390,2026-04-30,retail-store,winter-layering,0.07,94.31,1,0
O-0004160,C-00390,2026-05-02,online,member-event,0.25,86.79,1,0
O-0004161,C-00390,2026-05-09,online,trail-season,0.25,75.39,1,0
O-0004162,C-00390,2026-05-11,online,cart-recovery,0.12,94.17,2,0
O-0004163,C-00390,2026-05-12,online,winter-layering,0.28,61.66,1,0
O-0004164,C-00390,2026-05-20,retail-store,winter-layering,0.23,93.18,1,0
O-0004165,C-00391,2024-07-27,retail-store,winter-layering,0.2,83.04,2,0
O-0004166,C-00391,2024-09-14,online,winter-layering,0.15,94.33,1,0
O-0004167,C-00391,2024-11-07,online,cart-recovery,0.21,87.24,2,0
O-0004168,C-00391,2024-12-30,online,always-on,0.1,106.78,1,0
O-0004169,C-00391,2025-02-13,online,winter-layering,0.09,74,1,0
O-0004170,C-00391,2025-04-09,online,trail-season,0.09,78.4,1,0
O-0004171,C-00391,2025-05-29,online,cart-recovery,0.09,118.44,2,0
O-0004172,C-00391,2025-07-20,online,always-on,0.22,77.21,1,0
O-0004173,C-00391,2025-09-11,retail-store,member-event,0.18,61.26,1,0
O-0004174,C-00391,2025-11-01,retail-store,cart-recovery,0.16,99.57,3,0
O-0004175,C-00391,2025-12-19,retail-store,trail-season,0.17,86.93,1,0
O-0004176,C-00391,2026-02-10,retail-store,member-event,0.09,70.59,1,0
O-0004177,C-00391,2026-04-01,retail-store,winter-layering,0.15,95.63,1,0
O-0004178,C-00391,2026-05-22,online,member-event,0.22,107.13,2,0
O-0004179,C-00392,2024-07-30,retail-store,always-on,0,113.45,2,0
O-0004180,C-00392,2024-09-04,online,always-on,0.06,172.31,3,0
O-0004181,C-00392,2024-10-07,retail-store,trail-season,0,126.38,3,0
O-0004182,C-00392,2024-11-12,online,member-event,0,153.42,3,0
O-0004183,C-00392,2024-12-09,online,cart-recovery,0.08,106.16,2,0
O-0004184,C-00392,2025-01-23,retail-store,always-on,0.04,147.97,3,1
O-0004185,C-00392,2025-03-02,online,winter-layering,0,179.55,2,0
O-0004186,C-00392,2025-04-06,online,trail-season,0,88.16,2,0
O-0004187,C-00392,2025-05-11,online,always-on,0.06,90.25,2,1
O-0004188,C-00392,2025-06-18,online,always-on,0.02,159.85,4,0
O-0004189,C-00392,2025-07-22,online,trail-season,0,97.91,1,0
O-0004190,C-00392,2025-08-24,online,winter-layering,0.06,93.78,3,0
O-0004191,C-00392,2025-09-30,online,member-event,0.1,123.12,3,0
O-0004192,C-00392,2025-11-07,online,member-event,0.06,173.49,3,0
O-0004193,C-00392,2025-12-07,online,always-on,0.17,65.47,1,0
O-0004194,C-00392,2026-01-20,online,member-event,0.01,97.02,1,0
O-0004195,C-00392,2026-02-25,online,cart-recovery,0.07,96.77,1,0
O-0004196,C-00392,2026-03-30,online,always-on,0.03,111.21,3,0
O-0004197,C-00392,2026-05-02,online,winter-layering,0.01,129.12,2,0
O-0004198,C-00392,2026-06-04,online,winter-layering,0.15,153.71,3,0
O-0004199,C-00393,2024-08-07,online,always-on,0.27,84.81,2,0
O-0004200,C-00393,2024-12-23,online,winter-layering,0.25,83.75,2,0
O-0004201,C-00393,2025-05-20,retail-store,trail-season,0.35,68.8,1,0
O-0004202,C-00393,2025-10-11,online,always-on,0.39,79.69,2,0
O-0004203,C-00393,2026-03-02,retail-store,trail-season,0.27,50.84,1,0
O-0004204,C-00394,2024-10-06,online,always-on,0.34,93.69,2,0
O-0004205,C-00394,2025-03-22,online,always-on,0.52,40.74,2,0
O-0004206,C-00394,2025-09-06,online,member-event,0.37,51.3,1,0
O-0004207,C-00394,2026-02-18,retail-store,trail-season,0.41,72.49,2,0
O-0004208,C-00395,2024-07-29,retail-store,member-event,0.3,73.78,1,0
O-0004209,C-00395,2024-11-17,retail-store,always-on,0.3,86.47,1,0
O-0004210,C-00395,2025-03-02,online,cart-recovery,0.28,55.56,2,0
O-0004211,C-00395,2025-07-01,online,trail-season,0.29,94.4,1,0
O-0004212,C-00395,2025-10-21,online,cart-recovery,0.31,77.52,1,0
O-0004213,C-00395,2026-02-11,online,winter-layering,0.3,71.62,1,0
O-0004214,C-00396,2025-04-05,online,member-event,0.25,73.33,1,0
O-0004215,C-00396,2025-05-06,online,member-event,0.17,86.81,2,0
O-0004216,C-00396,2025-06-01,online,cart-recovery,0.28,80.56,3,0
O-0004217,C-00396,2025-07-02,online,cart-recovery,0.18,62.2,3,0
O-0004218,C-00396,2025-08-02,online,always-on,0.23,93.11,1,0
O-0004219,C-00396,2025-08-31,online,always-on,0.16,99.18,3,0
O-0004220,C-00396,2025-10-01,retail-store,winter-layering,0.23,77.33,2,0
O-0004221,C-00396,2025-11-03,online,member-event,0.37,72.82,2,0
O-0004222,C-00396,2025-11-27,retail-store,member-event,0.36,81.47,2,0
O-0004223,C-00396,2026-01-02,retail-store,member-event,0.2,65.56,1,0
O-0004224,C-00396,2026-01-30,online,always-on,0.25,97.47,2,0
O-0004225,C-00396,2026-03-04,online,always-on,0.26,84.27,2,0
O-0004226,C-00396,2026-03-31,online,member-event,0.25,63.45,2,0
O-0004227,C-00396,2026-04-30,online,winter-layering,0.28,69.9,1,0
O-0004228,C-00396,2026-05-31,online,member-event,0.32,115.97,3,0
O-0004229,C-00397,2025-11-02,online,winter-layering,0.28,45.15,3,0
O-0004230,C-00398,2024-07-27,online,always-on,0.33,77.45,2,0
O-0004231,C-00398,2024-11-24,online,winter-layering,0.36,90.95,2,0
O-0004232,C-00398,2025-03-16,online,always-on,0.31,100.39,3,0
O-0004233,C-00398,2025-07-17,retail-store,member-event,0.33,76.42,2,0
O-0004234,C-00398,2025-11-12,online,trail-season,0.33,66.62,1,0
O-0004235,C-00398,2026-03-10,online,always-on,0.36,93.52,2,0
O-0004236,C-00399,2025-03-06,online,member-event,0.43,75.33,1,0
O-0004237,C-00399,2025-05-31,online,winter-layering,0.45,105.69,3,0
O-0004238,C-00399,2025-08-27,online,winter-layering,0.43,79.83,1,0
O-0004239,C-00399,2025-11-22,retail-store,trail-season,0.35,94.16,1,0
O-0004240,C-00399,2026-02-19,online,winter-layering,0.4,63.66,1,0
O-0004241,C-00400,2026-03-29,online,always-on,0.24,67.15,1,0
O-0004242,C-00400,2026-05-04,online,always-on,0.19,56.61,1,1
O-0004243,C-00400,2026-06-16,online,trail-season,0.28,57.54,2,0
O-0004244,C-00401,2024-07-28,online,member-event,0.31,86,1,0
O-0004245,C-00401,2024-10-10,online,trail-season,0.32,111.94,2,0
O-0004246,C-00401,2024-12-24,retail-store,winter-layering,0.27,85.56,2,0
O-0004247,C-00401,2025-03-07,online,member-event,0.2,105.99,4,0
O-0004248,C-00401,2025-05-20,online,member-event,0.25,40.91,1,0
O-0004249,C-00401,2025-07-31,online,winter-layering,0.27,99.18,3,0
O-0004250,C-00401,2025-10-10,online,winter-layering,0.29,89.75,2,0
O-0004251,C-00401,2025-12-26,retail-store,member-event,0.28,47.26,2,1
O-0004252,C-00401,2026-03-08,online,winter-layering,0.24,88.42,2,0
O-0004253,C-00401,2026-05-18,online,member-event,0.34,106.24,3,0
O-0004254,C-00402,2026-04-25,online,member-event,0.24,93.73,1,0
O-0004255,C-00402,2026-05-08,online,member-event,0.23,70.47,1,0
O-0004256,C-00402,2026-05-16,online,member-event,0.22,75,2,1
O-0004257,C-00402,2026-05-28,online,cart-recovery,0.23,85.42,2,0
O-0004258,C-00402,2026-06-07,online,trail-season,0.21,85.8,2,0
O-0004259,C-00402,2026-06-15,online,always-on,0.27,57.33,2,0
O-0004260,C-00403,2024-07-29,online,always-on,0.05,137.4,3,0
O-0004261,C-00403,2024-08-28,online,winter-layering,0.03,87.04,1,0
O-0004262,C-00403,2024-10-05,online,member-event,0.08,211.43,4,0
O-0004263,C-00403,2024-11-10,retail-store,always-on,0.09,174.09,2,0
O-0004264,C-00403,2024-12-13,online,trail-season,0.1,144.23,2,0
O-0004265,C-00403,2025-01-15,retail-store,cart-recovery,0.02,203.73,2,0
O-0004266,C-00403,2025-02-14,online,cart-recovery,0.07,94.45,1,0
O-0004267,C-00403,2025-03-21,online,trail-season,0.1,139.82,1,0
O-0004268,C-00403,2025-05-01,online,member-event,0.08,232.7,4,0
O-0004269,C-00403,2025-06-03,online,winter-layering,0.05,202.49,3,0
O-0004270,C-00403,2025-07-06,retail-store,trail-season,0,213.15,5,0
O-0004271,C-00403,2025-08-12,online,always-on,0.03,213.75,5,0
O-0004272,C-00403,2025-09-15,online,trail-season,0.14,178.24,4,0
O-0004273,C-00403,2025-10-18,retail-store,always-on,0.12,125.29,2,0
O-0004274,C-00403,2025-11-22,online,winter-layering,0.02,212.27,4,0
O-0004275,C-00403,2025-12-22,retail-store,member-event,0.09,139.71,2,0
O-0004276,C-00403,2026-01-26,online,winter-layering,0.06,181.8,2,0
O-0004277,C-00403,2026-03-07,online,winter-layering,0.14,175.9,3,0
O-0004278,C-00403,2026-04-09,online,trail-season,0.09,127.52,2,0
O-0004279,C-00403,2026-05-14,retail-store,member-event,0.02,115.3,2,0
O-0004280,C-00403,2026-06-17,retail-store,member-event,0.04,174.7,3,0
O-0004281,C-00404,2024-07-28,online,member-event,0.25,118.8,2,0
O-0004282,C-00404,2024-09-27,online,always-on,0.3,71.5,1,0
O-0004283,C-00404,2024-11-27,online,winter-layering,0.26,66.31,1,0
O-0004284,C-00404,2025-01-28,online,cart-recovery,0.2,77.45,1,0
O-0004285,C-00404,2025-03-28,online,always-on,0.18,100.37,3,0
O-0004286,C-00404,2025-05-28,online,winter-layering,0.24,88.48,2,0
O-0004287,C-00404,2025-07-27,retail-store,trail-season,0.22,84.84,1,0
O-0004288,C-00404,2025-09-28,retail-store,cart-recovery,0.19,98.05,3,0
O-0004289,C-00404,2025-11-24,online,winter-layering,0.16,82.64,2,0
O-0004290,C-00404,2026-01-26,online,always-on,0.24,28,2,0
O-0004291,C-00404,2026-03-29,online,trail-season,0.25,68.73,1,0
O-0004292,C-00404,2026-05-31,retail-store,cart-recovery,0.22,40.96,1,0
O-0004293,C-00405,2024-07-29,online,always-on,0.1,59.05,1,0
O-0004294,C-00405,2024-09-08,retail-store,cart-recovery,0.09,39.15,1,0
O-0004295,C-00405,2024-10-19,online,winter-layering,0.12,85.59,3,0
O-0004296,C-00405,2024-12-02,online,always-on,0.17,78.88,1,0
O-0004297,C-00405,2025-01-08,online,always-on,0.15,74.6,3,0
O-0004298,C-00405,2025-02-22,online,cart-recovery,0.22,70.44,2,0
O-0004299,C-00405,2025-04-03,online,winter-layering,0.23,106.36,1,0
O-0004300,C-00405,2025-05-17,retail-store,always-on,0.15,85.21,3,0
O-0004301,C-00405,2025-06-28,online,always-on,0.06,93.97,3,0
O-0004302,C-00405,2025-08-08,online,winter-layering,0.18,63.26,1,0
O-0004303,C-00405,2025-09-18,online,trail-season,0.07,90.47,1,0
O-0004304,C-00405,2025-10-28,online,member-event,0.22,99.63,3,0
O-0004305,C-00405,2025-12-09,online,member-event,0.04,113.77,2,0
O-0004306,C-00405,2026-01-22,retail-store,winter-layering,0.13,117.38,3,0
O-0004307,C-00405,2026-03-07,online,trail-season,0.2,74.09,2,0
O-0004308,C-00405,2026-04-14,online,member-event,0.22,93.08,3,0
O-0004309,C-00405,2026-05-27,retail-store,winter-layering,0.17,67.47,1,0
O-0004310,C-00406,2026-04-27,online,trail-season,0.29,56.23,1,0
O-0004311,C-00406,2026-05-11,online,trail-season,0.38,61.81,1,0
O-0004312,C-00406,2026-05-22,online,always-on,0.36,64.55,3,0
O-0004313,C-00406,2026-06-10,online,always-on,0.4,72.82,1,0
O-0004314,C-00407,2025-02-01,retail-store,winter-layering,0,134.48,3,0
O-0004315,C-00407,2025-02-21,online,member-event,0.01,129.01,3,0
O-0004316,C-00407,2025-03-16,online,always-on,0,164.7,2,0
O-0004317,C-00407,2025-04-03,retail-store,member-event,0.01,123.91,3,0
O-0004318,C-00407,2025-04-26,online,cart-recovery,0.07,143.7,3,0
O-0004319,C-00407,2025-05-17,online,always-on,0,106.01,2,0
O-0004320,C-00407,2025-06-03,online,winter-layering,0.07,164.85,2,0
O-0004321,C-00407,2025-06-21,online,winter-layering,0.09,161.34,3,0
O-0004322,C-00407,2025-07-16,retail-store,trail-season,0.14,186.14,4,0
O-0004323,C-00407,2025-08-04,retail-store,trail-season,0,111.98,3,0
O-0004324,C-00407,2025-08-26,retail-store,always-on,0.08,113.74,2,0
O-0004325,C-00407,2025-09-18,online,cart-recovery,0.04,149.77,3,0
O-0004326,C-00407,2025-10-05,online,always-on,0.02,143.44,2,0
O-0004327,C-00407,2025-10-24,retail-store,member-event,0.03,118.84,2,0
O-0004328,C-00407,2025-11-12,retail-store,always-on,0.12,123.62,3,0
O-0004329,C-00407,2025-12-08,online,winter-layering,0.04,119.29,3,0
O-0004330,C-00407,2025-12-28,online,winter-layering,0.01,132.95,2,0
O-0004331,C-00407,2026-01-19,online,member-event,0,91.1,1,0
O-0004332,C-00407,2026-02-08,online,member-event,0.03,175.1,4,0
O-0004333,C-00407,2026-02-27,online,trail-season,0.1,100.23,2,0
O-0004334,C-00407,2026-03-19,retail-store,always-on,0.08,118.75,1,0
O-0004335,C-00407,2026-04-10,online,cart-recovery,0.06,134.16,3,0
O-0004336,C-00407,2026-04-27,online,member-event,0.12,150.91,2,0
O-0004337,C-00407,2026-05-19,retail-store,trail-season,0.03,151.27,2,0
O-0004338,C-00407,2026-06-06,online,cart-recovery,0,135.73,2,0
O-0004339,C-00408,2025-01-30,online,member-event,0.14,83.01,3,1
O-0004340,C-00408,2025-03-11,online,always-on,0.11,80.96,2,0
O-0004341,C-00408,2025-04-18,online,trail-season,0.12,88.19,1,0
O-0004342,C-00408,2025-05-27,online,cart-recovery,0.12,91.84,1,0
O-0004343,C-00408,2025-06-30,online,winter-layering,0.06,86.81,2,0
O-0004344,C-00408,2025-08-04,online,trail-season,0.1,97.12,3,0
O-0004345,C-00408,2025-09-11,retail-store,trail-season,0.14,78.47,1,0
O-0004346,C-00408,2025-10-17,online,trail-season,0.17,73.73,2,0
O-0004347,C-00408,2025-11-26,online,trail-season,0.09,74.98,1,0
O-0004348,C-00408,2026-01-04,retail-store,trail-season,0.04,77.02,2,0
O-0004349,C-00408,2026-02-10,online,always-on,0.1,71.35,2,0
O-0004350,C-00408,2026-03-12,online,trail-season,0.17,39.25,2,0
O-0004351,C-00408,2026-04-24,online,winter-layering,0.08,84.19,1,0
O-0004352,C-00408,2026-06-01,online,trail-season,0.1,104.86,3,0
O-0004353,C-00409,2024-07-29,online,trail-season,0.19,90.58,2,0
O-0004354,C-00409,2024-09-22,retail-store,always-on,0.12,108.26,1,0
O-0004355,C-00409,2024-11-20,online,winter-layering,0.1,80.04,2,0
O-0004356,C-00409,2025-01-27,online,cart-recovery,0.21,99.98,4,0
O-0004357,C-00409,2025-03-31,online,cart-recovery,0.19,70.82,1,0
O-0004358,C-00409,2025-05-31,retail-store,member-event,0.14,87.79,1,0
O-0004359,C-00409,2025-07-22,online,winter-layering,0.15,113.91,3,0
O-0004360,C-00409,2025-09-26,online,member-event,0.09,82.99,2,0
O-0004361,C-00409,2025-11-30,online,trail-season,0.11,96.84,2,0
O-0004362,C-00409,2026-01-31,online,trail-season,0.18,94.6,2,0
O-0004363,C-00409,2026-03-28,online,trail-season,0.21,69.12,1,0
O-0004364,C-00409,2026-06-01,online,member-event,0.17,82.62,1,0
O-0004365,C-00410,2024-10-06,online,always-on,0.03,103.98,1,0
O-0004366,C-00410,2024-11-11,online,trail-season,0.08,146.6,3,0
O-0004367,C-00410,2024-12-24,online,winter-layering,0.07,135.71,3,0
O-0004368,C-00410,2025-01-29,online,always-on,0.06,101.74,1,0
O-0004369,C-00410,2025-03-10,online,trail-season,0.1,157.02,3,0
O-0004370,C-00410,2025-04-14,online,trail-season,0.11,134.86,2,0
O-0004371,C-00410,2025-05-20,retail-store,cart-recovery,0.02,158.68,3,0
O-0004372,C-00410,2025-07-03,online,always-on,0.09,152.69,3,0
O-0004373,C-00410,2025-08-12,online,member-event,0.11,127.57,2,0
O-0004374,C-00410,2025-09-19,online,cart-recovery,0.05,134.22,2,0
O-0004375,C-00410,2025-10-27,online,member-event,0,103.57,2,0
O-0004376,C-00410,2025-12-02,online,member-event,0.08,141.72,2,0
O-0004377,C-00410,2026-01-09,retail-store,winter-layering,0.1,136.11,2,0
O-0004378,C-00410,2026-02-20,online,cart-recovery,0.11,90.74,1,0
O-0004379,C-00410,2026-03-30,online,member-event,0.02,147.19,2,0
O-0004380,C-00410,2026-05-09,online,member-event,0.12,133.18,2,0
O-0004381,C-00410,2026-06-16,online,trail-season,0.01,137.3,2,1
O-0004382,C-00411,2024-07-24,online,cart-recovery,0.23,73.63,3,0
O-0004383,C-00411,2024-09-17,online,winter-layering,0.28,80.37,1,0
O-0004384,C-00411,2024-11-08,online,cart-recovery,0.21,103.29,2,0
O-0004385,C-00411,2024-12-30,online,trail-season,0.15,104.07,1,0
O-0004386,C-00411,2025-02-19,online,winter-layering,0.13,85.11,1,0
O-0004387,C-00411,2025-04-10,online,member-event,0.24,62.24,1,0
O-0004388,C-00411,2025-05-28,online,winter-layering,0.19,91.1,1,0
O-0004389,C-00411,2025-07-20,online,winter-layering,0.24,93.49,1,1
O-0004390,C-00411,2025-09-11,retail-store,winter-layering,0.27,123.88,3,0
O-0004391,C-00411,2025-10-30,online,member-event,0.1,83.93,2,0
O-0004392,C-00411,2025-12-15,online,winter-layering,0.25,119.82,3,0
O-0004393,C-00411,2026-02-10,online,cart-recovery,0.26,95.71,1,0
O-0004394,C-00411,2026-04-03,retail-store,trail-season,0.17,98.36,2,0
O-0004395,C-00411,2026-05-20,retail-store,winter-layering,0.22,106.46,1,0
O-0004396,C-00412,2026-04-25,online,trail-season,0.09,53.67,1,0
O-0004397,C-00412,2026-05-03,online,trail-season,0.27,70.38,1,1
O-0004398,C-00412,2026-05-14,online,always-on,0.26,56.88,1,0
O-0004399,C-00412,2026-05-28,online,member-event,0.22,67.13,2,0
O-0004400,C-00412,2026-06-07,online,cart-recovery,0.24,86.59,1,1
O-0004401,C-00413,2024-07-28,online,cart-recovery,0.26,119.93,3,0
O-0004402,C-00413,2024-12-02,online,always-on,0.31,88.57,2,0
O-0004403,C-00413,2025-04-04,online,always-on,0.3,102.94,3,0
O-0004404,C-00413,2025-08-16,online,winter-layering,0.27,63.23,1,0
O-0004405,C-00413,2025-12-18,online,cart-recovery,0.36,51.67,1,1
O-0004406,C-00414,2024-07-29,online,member-event,0.06,147.92,3,0
O-0004407,C-00414,2024-08-21,online,always-on,0.11,88.79,1,0
O-0004408,C-00414,2024-09-12,online,winter-layering,0.07,226.75,4,0
O-0004409,C-00414,2024-10-03,online,winter-layering,0.07,155.49,5,0
O-0004410,C-00414,2024-10-27,retail-store,trail-season,0.07,88.56,1,0
O-0004411,C-00414,2024-11-13,retail-store,cart-recovery,0.03,95.96,2,0
O-0004412,C-00414,2024-12-11,online,trail-season,0.06,277.61,4,0
O-0004413,C-00414,2024-12-31,online,winter-layering,0.08,150,2,0
O-0004414,C-00414,2025-01-14,retail-store,always-on,0.11,105.42,3,0
O-0004415,C-00414,2025-02-17,online,trail-season,0,160.9,3,0
O-0004416,C-00414,2025-03-10,online,winter-layering,0.04,90.86,1,0
O-0004417,C-00414,2025-03-29,online,winter-layering,0.05,179.3,3,0
O-0004418,C-00414,2025-04-23,online,winter-layering,0.01,211.74,3,0
O-0004419,C-00414,2025-05-17,retail-store,winter-layering,0.03,168.84,3,0
O-0004420,C-00414,2025-06-07,online,winter-layering,0.11,169.97,2,0
O-0004421,C-00414,2025-06-30,online,cart-recovery,0.07,190.24,4,0
O-0004422,C-00414,2025-07-25,retail-store,trail-season,0.12,187.71,2,0
O-0004423,C-00414,2025-08-16,online,trail-season,0.05,150.57,1,0
O-0004424,C-00414,2025-09-08,online,member-event,0.03,174.16,4,0
O-0004425,C-00414,2025-09-30,online,member-event,0.06,130.9,2,0
O-0004426,C-00414,2025-10-23,online,member-event,0.11,161.09,3,0
O-0004427,C-00414,2025-11-11,retail-store,trail-season,0.03,119.25,3,0
O-0004428,C-00414,2025-12-08,online,member-event,0.13,112.14,1,0
O-0004429,C-00414,2025-12-29,online,member-event,0,184.74,4,0
